id,scrape_id,last_scraped,source,name,host_id,host_since,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,year
17586720.0,20240629155744.0,2024-06-29,city scrape,Beautiful & classic apartment located at Bislett,49353217.0,2015-11-18,89.4,f,1.0,4.0,"['email', 'phone']",St. Hanshaugen,59.92559,10.73393,Entire home/apt,3.0,2.0,1864.0,3.0,1125.0,28.0,58.0,88.0,89.0,8.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2015
17600079.0,20240629155744.0,2024-06-29,city scrape,"Charming, fully equiped apartment in central Oslo",20080500.0,2014-08-15,0.0,f,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.93083,10.73222,Entire home/apt,5.0,4.0,2800.0,5.0,40.0,28.0,44.0,74.0,349.0,3.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2014
17613137.0,20240629155744.0,2024-06-29,city scrape,"Familievennlig, rolige og naturskjønne omgivelser",62442323.0,2016-03-10,83.0,t,4.0,4.0,"['email', 'phone']",Marka,59.96791,10.89208,Entire home/apt,4.0,3.0,814.0,3.0,90.0,5.0,7.0,7.0,122.0,19.0,5.0,0.0,f,2.0,1.0,1.0,0.0,2016
17615644.0,20240629155744.0,2024-06-29,city scrape,Nice 1-bedroom apartment - Majorstuen,98053838.0,2016-10-04,100.0,f,11.0,12.0,"['email', 'phone']",St. Hanshaugen,59.93005,10.72769,Entire home/apt,2.0,1.0,2404.0,3.0,1125.0,28.0,58.0,88.0,363.0,5.0,1.0,0.0,t,11.0,11.0,0.0,0.0,2016
17647446.0,20240629155744.0,2024-06-29,city scrape,"Central and nice, next to the forest",12735351.0,2014-03-02,0.0,f,1.0,2.0,"['email', 'phone']",Nordre Aker,59.96145,10.74719,Private room,3.0,1.0,800.0,2.0,14.0,27.0,57.0,87.0,177.0,10.0,0.0,0.0,f,1.0,0.0,1.0,0.0,2014
17756221.0,20240629155744.0,2024-06-30,city scrape,"Apartment with great location, next to Grünerløkka",60214895.0,2016-02-24,100.0,f,2.0,2.0,"['email', 'phone']",Grünerløkka,59.928,10.77474,Entire home/apt,3.0,1.0,5000.0,3.0,1125.0,28.0,58.0,88.0,178.0,3.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
17787120.0,20240629155744.0,2024-06-29,city scrape,Charming apartment in Sagene,69726542.0,2016-05-01,100.0,f,1.0,2.0,"['email', 'phone', 'work_email']",Sagene,59.93745,10.76009,Entire home/apt,4.0,3.0,1400.0,3.0,14.0,2.0,4.0,5.0,11.0,64.0,4.0,1.0,t,1.0,1.0,0.0,0.0,2016
17807770.0,20240629155744.0,2024-06-29,city scrape,Sentral 2-roms leilighet på Fagerborg,121705271.0,2017-03-20,60.0,f,1.0,1.0,"['email', 'phone']",Frogner,59.928135763302606,10.727536864578724,Entire home/apt,2.0,1.0,850.0,2.0,365.0,22.0,39.0,56.0,57.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2017
17808331.0,20240629155744.0,2024-06-29,city scrape,Hyggelig leilighet på Sankt Hanshaugen,31023259.0,2015-04-11,55.0,f,2.0,2.0,"['email', 'phone']",St. Hanshaugen,59.91983,10.74906,Entire home/apt,4.0,2.0,700.0,10.0,360.0,0.0,7.0,7.0,7.0,31.0,2.0,0.0,f,2.0,1.0,1.0,0.0,2015
17808761.0,20240629155744.0,2024-06-30,previous scrape,Cosy central flat in the heart of Oslo,59773288.0,2016-02-21,92.2,f,1.0,1.0,"['email', 'phone', 'work_email']",Grünerløkka,59.92599,10.77474,Entire home/apt,3.0,1.0,5523.6,2.0,1125.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
17826248.0,20240629155744.0,2024-06-29,city scrape,Sentralt i Kværnebyen i Oslo,121888114.0,2017-03-21,100.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90327502571476,10.785446827860335,Entire home/apt,2.0,2.0,2000.0,1.0,60.0,29.0,59.0,89.0,89.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2017
17858047.0,20240629155744.0,2024-06-29,city scrape,Classic Parisian Feel Apt in Oslo's Best West Side,122209436.0,2017-03-23,100.0,t,1.0,1.0,"['email', 'phone', 'work_email']",Frogner,59.91743,10.70563,Entire home/apt,4.0,2.0,1474.0,3.0,1125.0,13.0,37.0,54.0,324.0,48.0,12.0,3.0,f,1.0,1.0,0.0,0.0,2017
17858748.0,20240629155744.0,2024-06-30,previous scrape,Nice apartment close to forest and city centre.,37112660.0,2015-06-30,45.6,f,1.0,1.0,"['email', 'phone']",Vestre Aker,59.96043,10.63068,Entire home/apt,4.0,3.0,1928.4,2.0,30.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
17898818.0,20240629155744.0,2024-06-30,city scrape,Beautiful apartment in central Oslo,9161589.0,2013-10-01,100.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91352,10.76673,Entire home/apt,2.0,1.0,1729.0,2.0,1125.0,23.0,24.0,24.0,24.0,14.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2013
17920739.0,20240629155744.0,2024-06-29,city scrape,"Cozy, well-equipped, high standard, best west side",61362055.0,2016-03-03,100.0,t,6.0,6.0,"['email', 'phone', 'work_email']",Frogner,59.91991,10.70545,Entire home/apt,4.0,2.0,2790.0,5.0,365.0,10.0,19.0,35.0,281.0,34.0,0.0,0.0,t,5.0,5.0,0.0,0.0,2016
17923810.0,20240629155744.0,2024-06-30,city scrape,Cozy flat in the heart of Oslo.,89600561.0,2016-08-12,0.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92147,10.76589,Entire home/apt,2.0,1.0,1350.0,1.0,30.0,0.0,0.0,0.0,272.0,5.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
17948405.0,20240629155744.0,2024-06-29,city scrape,Nice apartment in one of the best areas in Oslo,82501506.0,2016-07-08,66.0,f,1.0,1.0,['phone'],Frogner,59.92217,10.72169,Entire home/apt,2.0,0.0,1200.0,5.0,10.0,12.0,12.0,12.0,12.0,25.0,0.0,0.0,t,1.0,1.0,0.0,0.0,2016
17969087.0,20240629155744.0,2024-06-29,city scrape,"Penthouse - 2 balconies, big, quiet, city centre",123273931.0,2017-03-29,79.0,t,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91401,10.76454,Entire home/apt,2.0,1.0,1661.0,3.0,1125.0,0.0,2.0,2.0,181.0,65.0,8.0,1.0,f,1.0,1.0,0.0,0.0,2017
17978519.0,20240629155744.0,2024-06-29,city scrape,rom i koselig leilighet ved Torshovparken.,10831197.0,2013-12-26,90.0,t,4.0,4.0,"['email', 'phone']",Sagene,59.93485,10.77375,Private room,1.0,1.0,510.0,1.0,5.0,0.0,2.0,32.0,32.0,45.0,8.0,3.0,f,3.0,1.0,2.0,0.0,2013
17985259.0,20240629155744.0,2024-06-29,city scrape,Sentral og hyggelig leilighet i hjertet av Sagene,123544512.0,2017-03-31,100.0,f,1.0,1.0,['phone'],Sagene,59.9380451,10.7564348,Entire home/apt,2.0,1.0,1200.0,2.0,1125.0,0.0,10.0,36.0,311.0,4.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2017
17998160.0,20240629155744.0,2024-06-29,city scrape,"Villa with garden, dining hall and 11 beds in Oslo",44767013.0,2015-09-21,54.0,f,3.0,3.0,"['email', 'phone', 'work_email']",Vestre Aker,59.94947,10.68849,Entire home/apt,11.0,6.0,12000.0,1.0,1125.0,29.0,59.0,89.0,364.0,3.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
18001750.0,20240629155744.0,2024-06-29,city scrape,Central and quiet apartment close to Grünerløkka,62196688.0,2016-03-09,59.0,t,2.0,2.0,"['email', 'phone']",Grünerløkka,59.9275,10.77405,Private room,7.0,3.0,1700.0,2.0,75.0,27.0,57.0,87.0,88.0,9.0,0.0,0.0,f,2.0,0.0,2.0,0.0,2016
18018676.0,20240629155744.0,2024-06-29,city scrape,"Bright, trendy loft in Central Oslo with balcony",10727315.0,2013-12-20,50.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91134,10.77373,Entire home/apt,2.0,1.0,1043.0,2.0,50.0,5.0,5.0,5.0,5.0,4.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2013
18030816.0,20240629155744.0,2024-06-29,city scrape,Good Vibes charm with a stunning view,7047408.0,2013-06-22,100.0,t,1.0,1.0,"['email', 'phone']",Frogner,59.92732,10.72268,Entire home/apt,2.0,1.0,1450.0,30.0,1125.0,13.0,19.0,31.0,122.0,21.0,5.0,0.0,f,1.0,1.0,0.0,0.0,2013
18081679.0,20240629155744.0,2024-06-29,city scrape,two bedroom apartment,8428635.0,2013-08-26,67.0,f,2.0,3.0,"['email', 'phone']",Nordstrand,59.86506,10.81988,Entire home/apt,4.0,2.0,1086.0,2.0,7.0,22.0,37.0,67.0,67.0,63.0,5.0,2.0,f,1.0,1.0,0.0,0.0,2013
18131097.0,20240629155744.0,2024-06-29,city scrape,Modern Apartment in the best part of Oslo Frogner,16659277.0,2014-06-11,52.2,f,1.0,1.0,"['email', 'phone']",Frogner,59.92125,10.72189,Entire home/apt,4.0,1.0,1715.0,40.0,1125.0,29.0,59.0,89.0,180.0,3.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
18184983.0,20240629155744.0,2024-06-29,city scrape,Blue Oasis-Exclucive apartment Oslo City,58865973.0,2016-02-15,87.0,t,20.0,29.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.90167,10.75137,Entire home/apt,6.0,2.0,4900.0,2.0,1125.0,12.0,28.0,52.0,116.0,24.0,3.0,2.0,f,17.0,17.0,0.0,0.0,2016
18249428.0,20240629155744.0,2024-06-30,city scrape,Large family friendly appartment at Grünerløkka,6977600.0,2013-06-18,50.0,f,2.0,2.0,"['email', 'phone']",Grünerløkka,59.92529,10.76029,Entire home/apt,10.0,5.0,3500.0,3.0,15.0,19.0,37.0,67.0,76.0,27.0,4.0,0.0,f,1.0,1.0,0.0,0.0,2013
18278314.0,20240629155744.0,2024-06-30,previous scrape,Hyggelig Torshov-leilighet,87196779.0,2016-08-01,50.0,f,1.0,1.0,"['email', 'phone']",Sagene,59.93659025633725,10.774182840267835,Entire home/apt,2.0,1.0,1793.0,2.0,365.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,f,1.0,1.0,0.0,0.0,2016
18281328.0,20240629155744.0,2024-06-30,city scrape,Best location!,43833480.0,2015-09-10,40.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.9223,10.76336,Entire home/apt,4.0,2.0,2250.0,2.0,1125.0,27.0,52.0,82.0,172.0,22.0,3.0,1.0,f,1.0,1.0,0.0,0.0,2015
18324551.0,20240629155744.0,2024-06-29,city scrape,Central Designer Penthouse 19th floor-Amazing view,785104.0,2011-07-06,95.0,f,12.0,13.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.90719,10.76299,Entire home/apt,4.0,2.0,3933.0,3.0,1125.0,12.0,20.0,50.0,85.0,14.0,7.0,4.0,f,3.0,3.0,0.0,0.0,2011
18371946.0,20240629155744.0,2024-06-29,city scrape,Lekker leilighet på Nordstrand,52216982.0,2015-12-25,98.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Nordstrand,59.85189605550922,10.793127579679917,Entire home/apt,4.0,2.0,1840.0,7.0,21.0,19.0,19.0,23.0,54.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
18383580.0,20240629155744.0,2024-06-29,city scrape,Centrally located studio apartment,114471618.0,2017-02-02,50.0,f,3.0,3.0,"['email', 'phone']",Frogner,59.92781,10.7133,Entire home/apt,2.0,0.0,950.0,3.0,9.0,22.0,34.0,63.0,154.0,24.0,4.0,1.0,f,1.0,1.0,0.0,0.0,2017
18445673.0,20240629155744.0,2024-06-29,city scrape,Sailyacht Lille My II,44955497.0,2015-09-23,100.0,f,1.0,1.0,"['email', 'phone']",Frogner,59.90875,10.72487,Private room,4.0,2.0,1949.0,1.0,4.0,0.0,17.0,43.0,134.0,5.0,1.0,0.0,t,1.0,0.0,1.0,0.0,2015
18486128.0,20240629155744.0,2024-06-29,city scrape,Ett roms på St. Hanshaugen,23299872.0,2014-11-03,100.0,t,2.0,2.0,"['email', 'phone']",St. Hanshaugen,59.93289,10.73939,Entire home/apt,2.0,0.0,329.0,30.0,325.0,0.0,0.0,0.0,94.0,96.0,8.0,1.0,f,1.0,1.0,0.0,0.0,2014
18512929.0,20240629155744.0,2024-06-29,city scrape,"Oslo apartment , 20 min to Central station, Zen",25408899.0,2014-12-30,90.0,t,2.0,2.0,"['email', 'phone', 'work_email']",Søndre Nordstrand,59.83306,10.85162,Entire home/apt,4.0,1.0,590.0,2.0,33.0,9.0,31.0,61.0,151.0,398.0,37.0,3.0,f,2.0,2.0,0.0,0.0,2014
18520033.0,20240629155744.0,2024-06-30,previous scrape,Top of Oslo,55432441.0,2016-01-20,100.0,f,1.0,1.0,"['email', 'phone']",Vestre Aker,59.98093,10.65994,Entire home/apt,4.0,2.0,1945.6,3.0,29.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2016
18572012.0,20240629155744.0,2024-06-30,city scrape,Koselig og lys leilighet,79545464.0,2016-06-23,30.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92794,10.77355,Entire home/apt,3.0,1.0,1400.0,2.0,365.0,8.0,9.0,9.0,73.0,4.0,4.0,1.0,f,1.0,1.0,0.0,0.0,2016
18596482.0,20240629155744.0,2024-06-29,city scrape,"Abildsø, Oslo",73680557.0,2016-05-24,0.0,f,1.0,5.0,"['email', 'phone']",Østensjø,59.87729,10.82761,Entire home/apt,1.0,0.0,2178.0,5.0,1125.0,28.0,58.0,88.0,363.0,1.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
18602788.0,20240629155744.0,2024-06-29,city scrape,Family friendly house with big garden,129192797.0,2017-05-07,100.0,f,2.0,3.0,"['email', 'phone']",Nordre Aker,59.95081,10.7592,Entire home/apt,8.0,4.0,3214.0,4.0,730.0,6.0,6.0,6.0,67.0,14.0,3.0,0.0,f,1.0,1.0,0.0,0.0,2017
18640341.0,20240629155744.0,2024-06-29,city scrape,Light & bright bedroom in cosy apartment in Bjerke,129518832.0,2017-05-09,100.0,f,1.0,1.0,"['email', 'phone']",Bjerke,59.93979,10.82343,Private room,1.0,1.0,434.0,31.0,1125.0,7.0,37.0,67.0,157.0,5.0,1.0,0.0,f,1.0,0.0,1.0,0.0,2017
18645585.0,20240629155744.0,2024-06-29,city scrape,Oslo City View-Exclucive apartment Oslo City beach,58865973.0,2016-02-15,87.0,t,20.0,29.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.90123,10.75205,Entire home/apt,6.0,3.0,6714.0,2.0,1125.0,12.0,31.0,55.0,195.0,50.0,5.0,1.0,f,17.0,17.0,0.0,0.0,2016
18665231.0,20240629155744.0,2024-06-29,city scrape,Central apartment with great view and free parking,46274801.0,2015-10-11,76.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Sagene,59.94306,10.76234,Entire home/apt,4.0,2.0,1743.0,2.0,14.0,17.0,23.0,36.0,277.0,31.0,21.0,1.0,f,1.0,1.0,0.0,0.0,2015
18716612.0,20240629155744.0,2024-06-30,city scrape,10th roof view of Oslo - attic,3564888.0,2012-09-14,0.0,f,6.0,6.0,"['email', 'phone']",Gamle Oslo,59.91154,10.76209,Shared room,1.0,1.0,1500.0,1.0,1125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,f,4.0,1.0,2.0,1.0,2012
18849715.0,20240629155744.0,2024-06-30,previous scrape,Central and charming apartment,131301744.0,2017-05-21,100.0,f,2.0,2.0,"['email', 'phone']",St. Hanshaugen,59.92645,10.74881,Entire home/apt,2.0,1.0,1482.4,3.0,35.0,0.0,0.0,0.0,0.0,35.0,20.0,3.0,f,1.0,1.0,0.0,0.0,2017
18881826.0,20240629155744.0,2024-06-29,city scrape,Beautifully Grunerløkka,86041585.0,2016-07-26,70.0,f,1.0,4.0,"['email', 'phone']",Grünerløkka,59.93125,10.76209,Entire home/apt,2.0,0.0,1029.0,2.0,14.0,28.0,28.0,28.0,28.0,22.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
18893714.0,20240629155744.0,2024-06-29,city scrape,Beautiful house for rent in Oslo,3744636.0,2012-10-03,75.6,f,1.0,1.0,['phone'],Vestre Aker,59.9533773,10.6849618,Entire home/apt,4.0,3.0,2000.0,2.0,30.0,26.0,36.0,54.0,144.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2012
18928164.0,20240629155744.0,2024-06-30,previous scrape,2Bedroom apartment at Sofienberg,49097357.0,2015-11-15,55.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.920978943672445,10.775297531883464,Entire home/apt,3.0,2.0,1533.6,4.0,35.0,4.0,7.0,7.0,7.0,12.0,11.0,0.0,f,1.0,1.0,0.0,0.0,2015
18945080.0,20240629155744.0,2024-06-29,city scrape,Nyoppusset stort rekkehus på idylliske Korsvoll,58606774.0,2016-02-13,0.0,f,2.0,2.0,"['email', 'phone', 'work_email']",Nordre Aker,59.96526,10.76779,Entire home/apt,6.0,4.0,2200.0,3.0,13.0,27.0,57.0,87.0,362.0,3.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2016
18957714.0,20240629155744.0,2024-06-29,city scrape,Lovely penthouse w. roof terrace in Central Oslo,57995181.0,2016-02-09,100.0,f,1.0,1.0,"['email', 'phone']",Frogner,59.91335,10.70905,Entire home/apt,6.0,3.0,4000.0,7.0,60.0,19.0,41.0,41.0,134.0,2.0,2.0,1.0,f,1.0,1.0,0.0,0.0,2016
18960882.0,20240629155744.0,2024-06-29,city scrape,10min gange fra Slottet/Karl Johan og Bogstadveien,31834569.0,2015-04-24,75.0,f,1.0,1.0,['phone'],St. Hanshaugen,59.92202933625989,10.736242979764938,Entire home/apt,3.0,1.0,1011.0,2.0,365.0,21.0,47.0,70.0,251.0,2.0,2.0,2.0,f,1.0,1.0,0.0,0.0,2015
18970157.0,20240629155744.0,2024-06-29,city scrape,"House-heated pool, near city & nature, family rent",41599440.0,2015-08-16,91.0,t,2.0,2.0,"['email', 'phone']",Vestre Aker,59.95161,10.69796,Entire home/apt,8.0,4.0,2000.0,5.0,7.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
18993486.0,20240629155744.0,2024-06-29,city scrape,Central appartement in Oslo,124093965.0,2017-04-03,43.0,f,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.9255,10.74945,Entire home/apt,2.0,1.0,1200.0,5.0,60.0,0.0,10.0,10.0,10.0,5.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2017
18995673.0,20240629155744.0,2024-06-29,city scrape,7 min to city centre. Quiet and nice area.,19472406.0,2014-08-04,79.0,t,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92046,10.74659,Entire home/apt,4.0,2.0,1600.0,2.0,7.0,5.0,6.0,6.0,12.0,123.0,9.0,0.0,t,1.0,1.0,0.0,0.0,2014
19014841.0,20240629155744.0,2024-06-29,city scrape,Beautiful spacious apartment in the heart of Oslo,22517672.0,2014-10-14,100.0,f,1.0,2.0,"['email', 'phone']",Frogner,59.92466691292056,10.723381513814685,Entire home/apt,2.0,1.0,2100.0,3.0,1125.0,22.0,25.0,25.0,25.0,19.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2014
19119253.0,20240629155744.0,2024-06-29,city scrape,Pir 2-Exclusive Apartment,58865973.0,2016-02-15,87.0,t,20.0,29.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.9019,10.75261,Entire home/apt,6.0,3.0,8214.0,2.0,1125.0,13.0,37.0,58.0,206.0,9.0,3.0,0.0,f,17.0,17.0,0.0,0.0,2016
19119797.0,20240629155744.0,2024-06-30,city scrape,Spacious apartment with balcony – Oslo city center,17335581.0,2014-06-27,0.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.91694,10.76318,Entire home/apt,4.0,2.0,1993.0,3.0,180.0,26.0,55.0,68.0,250.0,3.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
19129160.0,20240629155744.0,2024-06-29,city scrape,Cosy 1-bedroom apartment in the heart of Oslo,96815181.0,2016-09-26,100.0,t,1.0,1.0,"['email', 'phone']",Frogner,59.90784,10.72235,Entire home/apt,3.0,2.0,879.0,2.0,1125.0,10.0,10.0,23.0,295.0,109.0,43.0,2.0,t,1.0,1.0,0.0,0.0,2016
19138444.0,20240629155744.0,2024-06-29,city scrape,Stor murvilla nære sentrum og Marka,73596978.0,2016-05-23,50.0,f,1.0,1.0,"['email', 'phone']",Nordre Aker,59.9533,10.73497,Entire home/apt,6.0,4.0,2390.0,5.0,30.0,26.0,26.0,26.0,26.0,8.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2016
19207507.0,20240629155744.0,2024-06-29,city scrape,Anna's place,115978590.0,2017-02-11,69.6,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.93545,10.78627,Entire home/apt,5.0,3.0,2000.0,5.0,1125.0,28.0,31.0,31.0,31.0,2.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2017
19207640.0,20240629155744.0,2024-06-30,previous scrape,Sunny and modern apartment in heart of Grünerløkka,13277034.0,2014-03-18,94.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Grünerløkka,59.92656,10.76137,Entire home/apt,4.0,2.0,1565.8,2.0,730.0,0.0,0.0,0.0,0.0,55.0,14.0,0.0,f,1.0,1.0,0.0,0.0,2014
19209919.0,20240629155744.0,2024-06-30,previous scrape,Charming  bright Apt.in quiet area of Grunerløkka,84739248.0,2016-07-19,100.0,f,15.0,15.0,"['email', 'phone']",Grünerløkka,59.92077,10.75848,Entire home/apt,6.0,2.0,1763.0,2.0,1125.0,0.0,0.0,0.0,0.0,72.0,20.0,4.0,f,6.0,6.0,0.0,0.0,2016
19223766.0,20240629155744.0,2024-06-29,city scrape,Sjarmerende bygårdsleilighet,134562180.0,2017-06-11,79.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90697494578148,10.776938892065424,Entire home/apt,2.0,1.0,1800.0,2.0,30.0,23.0,30.0,30.0,30.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2017
19231819.0,20240629155744.0,2024-06-29,city scrape,Room in modern apartment with Oslos best view.,78267036.0,2016-06-17,50.0,f,2.0,2.0,"['email', 'phone']",Sagene,59.93312,10.7581,Private room,2.0,1.0,750.0,2.0,1125.0,0.0,0.0,26.0,301.0,22.0,0.0,0.0,f,2.0,1.0,1.0,0.0,2016
19239977.0,20240629155744.0,2024-06-29,city scrape,Loftsleilighet på Torshov,134653538.0,2017-06-12,52.0,t,1.0,1.0,"['email', 'phone']",Sagene,59.933075,10.76205,Entire home/apt,4.0,1.0,993.0,1.0,30.0,19.0,36.0,64.0,155.0,85.0,12.0,2.0,f,1.0,1.0,0.0,0.0,2017
19262007.0,20240629155744.0,2024-06-30,previous scrape,"Central, artsy home + private balcony",1180874.0,2011-09-19,89.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91301044886244,10.774997547268867,Entire home/apt,3.0,1.0,1624.6,3.0,21.0,0.0,2.0,2.0,2.0,11.0,11.0,2.0,t,1.0,1.0,0.0,0.0,2011
19265331.0,20240629155744.0,2024-06-30,previous scrape,"Huge beautiful artist flat, central",61376754.0,2016-03-03,50.0,f,1.0,3.0,"['email', 'phone']",St. Hanshaugen,59.93448,10.72794,Entire home/apt,4.0,3.0,3703.6,3.0,14.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,f,1.0,1.0,0.0,0.0,2016
19298973.0,20240629155744.0,2024-06-29,city scrape,House in Oslo.,20521996.0,2014-08-25,0.0,f,2.0,4.0,"['email', 'phone']",St. Hanshaugen,59.94059,10.74509,Entire home/apt,8.0,5.0,3214.0,4.0,1125.0,29.0,49.0,61.0,151.0,7.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
19356319.0,20240629155744.0,2024-06-29,city scrape,Comfortable bed and private room,51149427.0,2015-12-12,94.0,t,2.0,2.0,"['email', 'phone']",Gamle Oslo,59.90179,10.78814,Private room,2.0,1.0,865.0,1.0,1125.0,25.0,52.0,82.0,86.0,41.0,10.0,3.0,f,2.0,1.0,1.0,0.0,2015
19404085.0,20240629155744.0,2024-06-29,city scrape,"Lys familieleilighet, to plan m. hage og balkong",136028101.0,2017-06-20,100.0,f,1.0,2.0,"['email', 'phone']",Nordre Aker,59.94732,10.7824,Entire home/apt,4.0,3.0,1500.0,5.0,1125.0,8.0,8.0,8.0,8.0,11.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2017
19429216.0,20240629155744.0,2024-06-30,previous scrape,Cozy apartment located in old town Oslo,136211601.0,2017-06-21,80.0,f,3.0,3.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.90538,10.7878,Entire home/apt,2.0,1.0,1276.6,3.0,60.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,f,1.0,1.0,0.0,0.0,2017
19443617.0,20240629155744.0,2024-06-30,city scrape,Sentral & Moderne leilighet. (up to 2-3 persons),27137229.0,2015-02-03,78.0,f,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92762,10.74587,Private room,1.0,2.0,350.0,1.0,1125.0,0.0,0.0,0.0,204.0,6.0,0.0,0.0,f,1.0,0.0,1.0,0.0,2015
19446724.0,20240629155744.0,2024-06-30,previous scrape,Charming and central flat in vibrant neighborhood,8862753.0,2013-09-16,75.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.915493,10.765378,Entire home/apt,4.0,2.0,1776.4,3.0,730.0,2.0,2.0,2.0,2.0,11.0,6.0,1.0,f,1.0,1.0,0.0,0.0,2013
19458333.0,20240629155744.0,2024-06-29,city scrape,A cozy bedroom on the 5th floor,33825360.0,2015-05-20,88.0,t,1.0,1.0,"['email', 'phone']",Sagene,59.9416772,10.7715464,Private room,1.0,2.0,393.0,2.0,365.0,3.0,5.0,5.0,5.0,14.0,14.0,1.0,f,1.0,0.0,1.0,0.0,2015
19488866.0,20240629155744.0,2024-06-29,city scrape,Beautiful 3 bedroom fully furnished apartment,36379346.0,2015-06-21,68.4,f,1.0,2.0,"['email', 'phone']",Nordre Aker,59.96273,10.77343,Entire home/apt,6.0,3.0,2121.0,30.0,200.0,28.0,58.0,88.0,178.0,8.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
19498564.0,20240629155744.0,2024-06-30,city scrape,Charming apartment at Grünerløkka,48177780.0,2015-11-04,100.0,f,2.0,2.0,"['email', 'phone']",Grünerløkka,59.9246,10.76869,Entire home/apt,3.0,1.0,800.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2015
19504845.0,20240629155744.0,2024-06-30,city scrape,Cosy apartment close to the city centre,3167135.0,2012-08-05,61.6,f,1.0,4.0,"['email', 'phone', 'work_email']",Sagene,59.93417,10.76468,Entire home/apt,2.0,1.0,1500.0,2.0,730.0,28.0,58.0,88.0,178.0,1.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2012
