id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4666436,Wonderful view from modern loft.Private bathroom,24143829,Gabriella,,St. Hanshaugen,59.92286,10.74414,Private room,296,28,363,2024-06-01,3.18,1,171,5,
4668478,Room 2 - Cozy room in a spacious central apartment,24152273,John,,Sentrum,59.91008,10.74472,Private room,689,2,495,2024-06-28,4.30,2,130,98,
4769685,Fredelig og idyllisk på Bogstad,15749792,Christina,,Vestre Aker,59.95982044255988,10.634082735434399,Entire home/apt,1040,1,0,,,1,269,0,
4794898,Exclusive Frogner Park Villa - One Bedroom Unit,4922112,Eric Christian King,,Frogner,59.92514,10.70799,Entire home/apt,900,30,18,2024-06-07,0.16,2,211,2,
4796813,Centrally located on cozy Bislett,24719005,Åsmund,,St. Hanshaugen,59.92925447643764,10.733004988558985,Entire home/apt,,3,10,2024-01-03,0.58,2,0,1,
4870214,Modern and delicate - city center,25052678,Erlend,,Gamle Oslo,59.90703,10.76109,Entire home/apt,1220,30,39,2024-02-05,0.39,1,45,3,
4930691,Grand and spasious flat in amazing area,25399934,Julian Nazario,,Sagene,59.93478,10.76934,Entire home/apt,1286,2,136,2024-03-30,1.22,2,11,15,
4961397,"Unique urban apt: spacious, quiet, riverview",5722799,Sarah,,Sagene,59.93752,10.76465,Entire home/apt,,5,68,2024-04-07,0.60,1,0,4,
4982705,"Lovely loft, Grunerløkka",25686140,Gunn,,Grünerløkka,59.92381,10.75783,Entire home/apt,,10,13,2019-06-03,0.12,1,12,0,
4986624,"Beautiful home in the heart of Oslo, Grünerløkka.",24503534,Egil,,Grünerløkka,59.9236,10.77162,Entire home/apt,1096,4,133,2024-06-16,1.75,1,120,24,
4999119,Hyggelig leilighet nær skog og mark til ferieleie,16206537,Håvard Daae,,Søndre Nordstrand,59.82747,10.81221,Entire home/apt,1457,5,3,2023-08-05,0.13,1,66,1,
5024485,Koselig ettroms i hyggelig område,25929251,Bente,,Vestre Aker,59.9507,10.66094,Entire home/apt,650,2,0,,,1,116,0,
5028708,Charming Sagene near city/woods,15410825,Kristina,,Sagene,59.9391,10.75792,Entire home/apt,1000,5,25,2017-12-26,0.24,1,314,0,
5059612,A big room in the heart of Oslo!,8473666,Marianne,,St. Hanshaugen,59.92513,10.73455,Private room,700,2,63,2019-09-08,0.56,1,84,0,
5118549,"Penthouse, Central in Oslo",26453346,Niklas,,St. Hanshaugen,59.91847,10.75144,Entire home/apt,1430,14,30,2023-07-26,0.27,1,39,1,
5144959,Charming room with balcony in central Oslo,2517564,Marit,,Frogner,59.91378854083662,10.707207131574668,Private room,824,4,45,2024-03-31,0.42,1,64,5,
5157527,Over the roofs of Oslo!,3163651,Axel & Björn,,Frogner,59.91237,10.71256,Private room,789,1,250,2024-06-27,2.19,1,41,49,
5158785,Nice apartment in attractive neighborhood,26613318,Kirsti Baird,,St. Hanshaugen,59.93187,10.7402,Entire home/apt,700,3,106,2024-06-17,0.95,1,227,17,
5163188,"Central, familyfriendly, 3 bedrooms & 2 balconies",26704811,Gylviks,,St. Hanshaugen,59.92699,10.73385,Entire home/apt,,3,25,2023-07-02,0.26,1,5,1,
5198364,"Central & spacious in Oslo, 70 sq.m 2 bedrooms",15304153,Christian,,Frogner,59.92085,10.72469,Entire home/apt,1300,3,199,2024-06-24,1.75,2,24,14,
5204770,"High standard, bath & balcony",4729453,Henrik,,Grünerløkka,59.92455,10.75503,Entire home/apt,1200,4,135,2024-06-21,1.20,1,275,7,
5240023,Modern home by the sea,27118609,Anita,,Nordstrand,59.87647,10.75992,Entire home/apt,2743,1,7,2019-08-03,0.06,1,216,0,
5245768,Rekkehus sentralt i Oslo,26914565,Eirik H.,,Gamle Oslo,59.91636,10.79993,Entire home/apt,2600,3,0,,,1,19,0,
5265935,New & cozy apartment central in Oslo,22729777,Petter,,Gamle Oslo,59.90978,10.78027,Entire home/apt,,3,9,2022-08-14,0.08,1,0,0,
5366696,Corner park view - Grünerløkka - whole apartment!,7107208,Hunter,,Grünerløkka,59.92799,10.76326,Entire home/apt,1561,3,47,2024-05-28,0.64,1,31,10,
5497153,Cozy apt in trendy Grunerløkka!,24455330,Stein,,Grünerløkka,59.92583,10.76238,Entire home/apt,1297,21,21,2023-05-20,0.19,1,335,0,
5518957,Central design penthouse/loft w/balcony & views!,4339807,Kristian,,Gamle Oslo,59.91382,10.76555,Private room,1399,2,245,2023-06-01,2.18,5,326,0,
5558812,Central and charming apartment,23529589,Iselin,,St. Hanshaugen,59.92692,10.73264,Entire home/apt,1000,3,31,2022-07-12,0.28,1,349,0,
5662555,New apartment centrally located,23939349,Amir,,Gamle Oslo,59.91169,10.78966,Entire home/apt,3999,1,0,,,1,270,0,
5674155,"Spacious apartment with garden in Nordstrand, Oslo",19013392,Elin,,Nordstrand,59.85072,10.79816,Entire home/apt,1500,6,19,2022-07-29,0.20,2,89,0,
5676908,Central studio apartment,21132725,Kjersti,,Gamle Oslo,59.91408,10.7771,Entire home/apt,,3,1,2015-05-04,0.01,1,0,0,
5681214,Double bedroom in central Oslo,13333586,Gudrun,,Gamle Oslo,59.91115,10.7712,Shared room,999,4,65,2023-10-02,0.58,1,364,2,
5696767,Convenient and central in Oslo,7359201,Christoffer,,Grünerløkka,59.92642,10.77586,Entire home/apt,2000,3,106,2024-06-13,0.94,1,150,21,
5720089,Beautiful apartment in the center of Oslo,29658372,Enrica,,St. Hanshaugen,59.9196468,10.7490558,Private room,994,2,13,2023-08-30,0.56,1,12,3,
5784427,Cosy central with balcony,10529538,Hilda,,Grünerløkka,59.92705,10.76684,Entire home/apt,1250,1,4,2015-06-11,0.04,1,322,0,
5844908,Tøyen,14896611,Ola,,Gamle Oslo,59.9141,10.77286,Entire home/apt,1050,2,53,2024-05-03,0.48,1,168,1,
5847243,City central flat with balcony,30357223,Tina,,St. Hanshaugen,59.92434489999999,10.7469671,Entire home/apt,1743,2,8,2024-05-12,0.73,1,208,8,
5900034,Modern apartment in central Oslo,24936647,Bjørn,,Gamle Oslo,59.91327,10.78717,Entire home/apt,,3,111,2024-06-23,1.00,1,8,23,
5925718,Pendlerutleie m/parkering,679142,Ole Henrik,,Sagene,59.93961,10.7533,Private room,375,200,0,,,1,365,0,
5928619,Oslo Luxury Family home 140m2 3/4bed Royal palace,30609420,Tora Birgitte,,Frogner,59.92093,10.71614,Entire home/apt,3729,2,256,2024-06-15,2.32,1,307,17,
5965839,"Central, 2 balconies, amazing view!",3802957,Thor Bjarne,,Gamle Oslo,59.91272,10.7791,Entire home/apt,1500,4,34,2024-05-28,0.32,1,169,3,
5966289,Room in upscale area of town.,5173490,Jorun,,Frogner,59.91946,10.70101,Private room,423,30,42,2023-08-17,0.39,3,77,1,
5977992,"Private room in large, modern & bright appt",31032843,Karen,,Frogner,59.93059,10.71872,Private room,620,1,124,2024-06-24,2.04,1,68,37,
5995321,Spacious and modern loft apartment,10562987,Lena,,Frogner,59.92579,10.71421,Entire home/apt,2700,7,10,2023-08-31,0.09,1,358,1,
5999600,"Lovely 3-rooms apartment, huge terrace, central",9842668,Irina,,Gamle Oslo,59.90919,10.76669,Entire home/apt,2106,2,224,2024-06-15,2.01,1,58,11,
6064316,Castle Suite,5916460,Oscar,,Frogner,59.91737,10.71998,Entire home/apt,3643,4,23,2020-07-25,0.21,2,112,0,
6117216,Cozy and Central Town house with beautiful garden,14805422,Behnam,,Gamle Oslo,59.91859,10.79919,Entire home/apt,3000,7,1,2015-07-18,0.01,1,22,0,
6149018,Super central location in downtown Oslo,31897616,Steffen,,Gamle Oslo,59.91363,10.76236,Private room,450,30,78,2023-10-30,0.71,1,149,1,
6207986,Charming apartment in Torshov,9283905,Gunn-Helen,,Sagene,59.93385,10.77464,Entire home/apt,1500,2,12,2018-10-28,0.15,1,89,0,
6240734,Central Townhouse Grünerløkka 123m2,32395040,Kristian,,Grünerløkka,59.9224,10.77031,Entire home/apt,2700,7,2,2017-08-06,0.02,1,173,0,
6250740,Summer in Oslo by the Royal Castle,32418787,Gard,,Frogner,59.91342,10.72603,Entire home/apt,4650,7,18,2024-01-05,0.18,1,203,3,
6291412,Cozy clean rooms next to ski jump,20207928,Maryam,,Vestre Aker,59.96001,10.66799,Private room,400,1,52,2017-08-21,0.47,1,124,0,
6302172,Fantastisk designleilighet,3825131,Torbjørn,,Sentrum,59.91108,10.74653,Entire home/apt,1743,2,32,2024-06-28,0.29,1,190,6,
6307120,"St. Hanshaugen, sentralt!",32809847,Kjetil,,St. Hanshaugen,59.92736,10.74383,Entire home/apt,22786,365,0,,,1,365,0,
6308895,PerfectCentrl/Mon Bed for 2 pers,30008380,Martin,,Sagene,59.94276,10.75876,Private room,714,3,40,2024-06-01,0.36,1,363,2,
6361142,Norway cup-Oslo med panoramautsikt,14212660,Kjell Terje,,Nordstrand,59.872,10.78136,Entire home/apt,3500,5,0,,,1,267,0,
6402964,Oslo downtown getaway,2333040,Alfonso,,Grünerløkka,59.91903,10.76494,Entire home/apt,907,2,248,2024-06-14,2.25,2,22,27,
6435945,Familie house by the river,33596585,Nina,,Vestre Aker,59.95369,10.63435,Entire home/apt,4500,2,1,2023-07-03,0.08,1,303,1,
6492479,"Central, modern penthouse apartment",33932901,Rasmus,,St. Hanshaugen,59.92314,10.73639,Entire home/apt,2000,5,24,2022-07-18,0.24,1,173,0,
6505060,Walking distance to the best of Oslo (and 2 baths),24798550,Carina,,Gamle Oslo,59.90085,10.76378,Entire home/apt,2800,6,100,2023-08-18,0.92,1,62,4,
6527011,Spacious and modern family house,3879156,Daniel,,Nordstrand,59.8719993,10.7980273,Entire home/apt,1991,3,8,2024-01-28,0.71,1,7,8,
6547765,Leilighet nær Grünerløkka,34249409,Synnøve,,Sagene,59.933226974316156,10.75989193370732,Entire home/apt,,2,13,2024-04-11,1.05,1,0,12,
6565575,"Big&bright duplex by the woods, close to downtown.",4602911,Erik,,Østensjø,59.8956,10.84506,Entire home/apt,2100,7,8,2022-08-05,0.07,1,46,0,
6589493,"High standard,central apt w/balcony",34470043,Espen,,Grünerløkka,59.9237,10.75654,Entire home/apt,6429,1,74,2017-08-28,0.74,2,365,0,
6605223,Spacious home in the heart of Oslo,24041179,Ylva Eline,,St. Hanshaugen,59.93003,10.73886,Entire home/apt,2667,3,23,2023-08-09,0.24,1,13,3,
6619651,Family friendly | Free parking | EV charging,17004543,Anne Grete,,Gamle Oslo,59.90896,10.77607,Entire home/apt,2421,3,106,2024-06-09,0.96,1,103,23,
6658421,Welcome to Ekeberg!,31995797,Marie,,Nordstrand,59.89792,10.78315,Entire home/apt,,5,5,2016-08-07,0.05,1,0,0,
6676382,"IN The Heart  of City  Center, 3 Rooms Apartment",20437055,Maurizio,,Sentrum,59.911428101607804,10.74696807414136,Entire home/apt,1929,1,111,2024-04-22,1.03,22,364,10,
6683376,Rosenborggata,14970044,Helene,,Frogner,59.92475,10.72333,Entire home/apt,600,2,3,2019-08-01,0.04,1,134,0,
6689920,"Adamstuen, Oslo",21606363,Peder,,St. Hanshaugen,59.93169,10.73461,Entire home/apt,3800,6,16,2023-08-13,0.15,1,184,2,
6700889,"Ekeberg, Oslo. Quiet area close to the center",35075152,Bo,,Nordstrand,59.90004,10.78946,Entire home/apt,2000,5,46,2024-06-23,0.48,1,133,7,
6737697,Spectacular views at Holmenkollen - Oslo,35283799,Richard,,Vestre Aker,59.95708,10.68165,Entire home/apt,1500,4,0,,,1,83,0,
6780359,Modern and peaceful by the river,25852850,Tove,,Sagene,59.93823,10.76653,Entire home/apt,1275,3,57,2024-05-20,0.53,1,39,6,
6790732,Authentic apartment in the heart of Grünerløkka,30119134,Tore,,Grünerløkka,59.92607,10.75692,Entire home/apt,1243,3,22,2024-06-16,0.20,1,167,2,
6819297,Grünerløkka Sofienberg,7316264,Behdad,,Grünerløkka,59.92023,10.7601,Entire home/apt,852,3,118,2024-06-26,1.07,1,302,4,
6829607,Renovated 2019 : Modern studio in trendy Torshov,17962646,Natalja,,Sagene,59.93256,10.76188,Entire home/apt,633,60,56,2023-08-26,0.51,1,85,1,
6839556,Peaceful bedroom in lovely space,11032236,Nora,,Sagene,59.93606,10.77013,Private room,629,30,25,2024-03-31,0.23,1,212,3,
6860362,"Central design penthouse: balcony, views & hammock",4339807,Kristian,,Gamle Oslo,59.91372,10.76573,Entire home/apt,3499,1,178,2024-06-13,1.72,5,231,19,
6867478,Perfect holiday home in charming Torshov,99191,Ragnhild,,Sagene,59.93432,10.76403,Entire home/apt,1900,5,12,2023-07-30,0.16,1,257,2,
6873509,Delightful apt with treadmill and balcony,36021129,Jenny Elisabeth,,Frogner,59.91788,10.70363,Entire home/apt,1400,5,17,2024-06-23,0.20,1,21,2,
6896471,Appartment in Old Oslo,36137058,Joakim Lund,,Gamle Oslo,59.91225590000001,10.7704717,Entire home/apt,950,2,1,2024-06-28,1,1,191,1,
6917856,"Retro-style flat, cool roof-terrace",24670842,Christine,,Gamle Oslo,59.91299,10.77281,Entire home/apt,1293,14,5,2017-04-11,0.05,1,28,0,
6929395,Large and cozy living room in Grunerløkka,7280131,Yvonne,,Grünerløkka,59.92212,10.75826,Private room,490,30,129,2024-05-19,1.19,1,246,18,
6930704,"Two rooms, private bathroom, peaceful & central",27805820,Elise,,Nordre Aker,59.95569,10.78121,Private room,800,3,59,2023-08-16,0.54,2,287,3,
6933541,Charming flat in Grünerløkka,7915178,Oyunn,,Grünerløkka,59.92367,10.75664,Entire home/apt,1700,3,18,2023-07-13,0.17,1,85,1,
6946951,Charming flat close to Grünerløkka,36424346,Maren,,Sagene,59.9344,10.75234,Entire home/apt,,4,29,2024-06-14,0.27,1,0,5,
6955550,Very cozy apartment with balcony.,36467084,Erik,,Nordstrand,59.86609,10.82043,Entire home/apt,2429,4,25,2021-08-06,0.23,1,142,0,
6991859,"Tveita, Oslo",8029615,Helene U.,,Alna,59.9166,10.84154,Private room,385,31,4,2022-07-30,0.06,1,87,0,
7029374,Embassy area close to the Vigeland park,36851793,Erlend,,Frogner,59.92017,10.69859,Private room,1000,2,32,2024-06-29,0.29,1,58,5,
7030545,Charming Small house Holmenkollen,36852267,Elsebeth,,Vestre Aker,59.97232,10.65068,Entire home/apt,1050,1,432,2024-06-15,3.96,2,223,54,
7072283,Large BR in central design loft w/NY style views!,4339807,Kristian,,Gamle Oslo,59.91372,10.76573,Private room,1528,2,54,2024-05-18,0.50,5,231,1,
7072447,Loft appartment with roof terasse,20261230,Hilde,,Frogner,59.92081,10.70628,Entire home/apt,3000,2,86,2023-08-08,0.79,1,358,8,
7080164,Thorvald Meyers gate 8- Grunerløkka,37118839,Ruben,,Sagene,59.92915,10.76027,Entire home/apt,1219,2,29,2024-04-08,0.27,1,8,8,
7109771,Studio apartment 10mins from Oslo Cent. station.,13015683,Linda,,Bjerke,59.925819396972656,10.810927391052246,Entire home/apt,577,1,44,2024-05-12,1.74,5,232,16,
7114210,"Hus på Grefsen – 100m fra flybuss, trikk og T-bane",5704563,Ingebjørg Sofie,,Nordre Aker,59.944683478540945,10.781328226983637,Entire home/apt,2250,7,0,,,1,137,0,
7114239,Penthouse apartment with big roof terrace,21028807,Gunnar,,Sentrum,59.91726,10.7366,Entire home/apt,2009,4,41,2024-06-09,0.39,1,127,5,
7118745,"Sjarmerende og sentral med balkong, 2 soverom",36698666,Ingrid Andersson,,Sagene,59.93101,10.76036,Entire home/apt,1300,6,19,2023-08-03,0.18,1,18,2,
7153102,Charming flat central location,26048817,Eva Christin,,Gamle Oslo,59.9024,10.77085,Entire home/apt,1100,7,18,2018-11-04,0.17,1,25,0,
7161686,Centrally located 2 bedr apt - child friendly,1610119,Lene,,Gamle Oslo,59.900940988778665,10.774834104483563,Entire home/apt,,7,11,2019-12-31,0.11,1,0,0,
7174166,Sunny balcony. 10 min from the Øya festival.,22711361,Christen,,Gamle Oslo,59.91421,10.76657,Entire home/apt,2000,2,1,2021-09-20,0.03,1,9,0,
7228493,A Gem!  Summer 2024,25602393,Ella Heidi,,Nordstrand,59.89003,10.77104,Entire home/apt,2200,4,67,2024-06-19,0.62,1,75,7,
7267591,Ultra Central Oslo (Bogstadveien),38053736,Håkon,,Frogner,59.92331,10.72527,Entire home/apt,958,500,5,2015-09-04,0.05,1,363,0,
7276630,"3br/1ba Apt. - Sleeps 2, 3, or 5 - Iconic Norsk",38098962,Tomas,,Nordre Aker,59.94778,10.76142,Entire home/apt,1350,6,50,2024-04-30,0.50,1,269,5,
7288742,"Modern, sunny apartment in Oslo (Grünerløkka)",1647698,Lars,,Grünerløkka,59.91777,10.75989,Entire home/apt,3429,3,9,2023-08-22,0.08,1,267,1,
7289999,"Oslo: very central, spacious, quiet, huge garden",10903945,Helle,,Nordre Aker,59.93825149536133,10.724614143371582,Entire home/apt,2500,5,27,2023-07-28,0.25,1,15,5,
7335523,Nydelig fargerik kunstnerbolig med hage,15992701,Ingrid,,Nordre Aker,59.96031,10.77793,Entire home/apt,1143,2,7,2024-06-23,1.17,1,5,7,
7393869,Charming 45m² apt *Easy access to public transport,21797294,Henrik,,Grünerløkka,59.93123,10.77818,Entire home/apt,1286,2,53,2023-08-19,0.53,1,362,1,
7406891,Cozy 1890’s flat near Botanical Gardens,36347287,Linn Christin,,Gamle Oslo,59.91504,10.76458,Entire home/apt,1384,3,30,2024-04-28,0.29,1,45,2,
7434631,Cozy affordable room/Near city centre&munch museum,24006533,Erik,,Gamle Oslo,59.90719,10.78461,Private room,742,1,172,2023-12-26,1.59,1,40,1,
7456610,"Central, 100m to subway, balcony, free parking",39058778,Olof,,Grünerløkka,59.92297638440978,10.794045215344239,Entire home/apt,886,2,5,2024-06-15,0.47,1,14,5,
7496694,2 min from Royal Palace,23930728,Jo,,Frogner,59.916,10.71937,Entire home/apt,760,6,101,2024-03-27,1.06,1,300,11,
7537978,Charming city house,39465180,Christina,,Frogner,59.92213,10.70113,Entire home/apt,2493,3,23,2019-08-27,0.27,1,5,0,
7589692,"Private Room i central, new apt, fully furnish apt",7670987,Barish,,Grünerløkka,59.928681806013145,10.752174172851685,Private room,590,2,52,2024-05-20,0.48,3,155,1,
7590570,Flott leilighet på Frogner,39008931,Øystein,,Frogner,59.91639,10.71444,Entire home/apt,1250,5,69,2023-12-08,0.64,1,35,7,
7617562,cute appartment central Oslo,39950901,Camilla,,Gamle Oslo,59.90993,10.8056,Entire home/apt,1500,2,1,2015-09-06,0.01,1,88,0,
7710554,Modern central 40m² apartment Frogner near Solli,25384153,Alexander,,Frogner,59.91687,10.71272,Entire home/apt,1249,1,212,2024-06-12,3.77,3,309,63,
7730191,Nice room in modern apt.,11453959,Vibeke,,Gamle Oslo,59.9123,10.77339,Private room,800,2,103,2024-06-10,0.96,1,365,9,
7823310,The Copper Door!  Your PRIVATE studio in Oslo.,41190026,Jannike,,Vestre Aker,59.93871,10.69992,Private room,2858,1,195,2020-01-30,1.84,2,301,0,
7829621,Apartment in an upscale neighborhoo,41086580,Eivind,,St. Hanshaugen,59.92604,10.74233,Private room,7042,2,0,,,1,364,0,
7837541,Cosy by the woods and the hospital,41285520,Henrik,,Nordre Aker,59.95442,10.71616,Entire home/apt,630,30,12,2024-06-06,0.12,1,321,2,
7883313,In middle center privat room,20437055,Maurizio,,Sentrum,59.91027,10.74744,Private room,2286,3,0,,,22,365,0,
7923993,Modern & Central Two Story Penthouse,41785894,David,,Gamle Oslo,59.90763,10.77845,Entire home/apt,1206,2,13,2023-08-30,0.12,1,0,1,
7974926,Modern townhouses | view | child friendly |,42090226,Thomas,,Nordstrand,59.89391,10.79793,Entire home/apt,2371,3,5,2023-08-05,0.21,1,5,2,
8018761,Charming flat in quiet surroundings,36852267,Elsebeth,,Vestre Aker,59.97177,10.6512,Entire home/apt,900,1,165,2024-06-09,1.54,2,279,11,
8176989,Comfy doublebed in 17m2 room close to Bogstadveien,40397308,Maria,,Frogner,59.92732,10.72478,Private room,,30,230,2024-02-25,2.40,2,1,12,
8218027,Enderekkehus med terrasse og stor hage. Nær alt.,43335140,Anne Karin,,Vestre Aker,59.94771194458008,10.667319297790527,Entire home/apt,1957,5,9,2023-07-27,0.09,1,84,2,
8226608,Summer in garden annex in central Oslo,13196955,Berge,,Gamle Oslo,59.91286959975402,10.778914578258991,Entire home/apt,1207,3,9,2024-06-04,0.69,1,360,5,
8266700,3 Bedroom apt. in central Oslo!,43587043,Lars,,Gamle Oslo,59.9103,10.76345,Entire home/apt,3101,4,114,2024-06-19,1.11,1,342,12,
8307605,Nice studio on an island 5 km from Oslo downtown,43800304,Brigitte,,Nordstrand,59.86638,10.75923,Entire home/apt,750,7,214,2024-05-23,2.08,1,138,14,
8454734,"Pontoppidansgate 15 C, 0462 Oslo",44500660,Vibeke,,Sagene,59.93646,10.75073,Entire home/apt,1495,3,69,2024-06-17,0.65,1,60,2,
8456012,Light and bright at St. Hanshaugen,44510267,Marianne,,St. Hanshaugen,59.92629,10.74532,Entire home/apt,740,21,2,2024-05-30,0.20,1,67,2,
8548336,Villa Gustav - hageleilighet,44999798,Birgitte,,Ullern,59.92595,10.69437,Entire home/apt,1171,2,0,,,1,27,0,
8549629,"Bed & Breakfast in shared flat, Grunerløkka",45005599,Pia,,Grünerløkka,59.926,10.75704,Private room,800,1,0,,,1,178,0,
8567942,Colorful and light near center,2922649,Malin,,St. Hanshaugen,59.91944,10.74275,Private room,1480,1,17,2023-04-16,0.29,1,235,0,
8593144,Mysig hybel / Cosy apartment in Oslo,45223227,Lena,,Bjerke,59.93795,10.80103,Entire home/apt,800,2,31,2024-06-06,0.37,1,203,6,
8593840,Drammensveien 116D,45225500,Bjørnar,,Frogner,59.91913,10.6906,Entire home/apt,650,7,29,2024-05-06,0.28,1,55,3,
8646531,Lys og lekker hjørneleilighet sentralt på Skøyen.,4931100,Annichen,,Ullern,59.92279815673828,10.679585456848145,Entire home/apt,2100,5,11,2024-06-07,0.12,1,363,3,
8650548,Studio apartment in the middle of Oslo city center,26175197,Joakim,,Sentrum,59.9113,10.74451,Entire home/apt,1700,2,230,2024-06-17,2.20,1,288,11,
8687040,Spacious apartment in calm area,19286053,Andreas Arnfinn,,Sagene,59.92960992146806,10.753125122753898,Entire home/apt,714,1,2,2024-06-10,1.43,1,1,2,
8746104,"Cosy apartment in Oslo, close to the subway",26900576,Vibeke-Maria,,Grünerløkka,59.93174,10.78666,Private room,546,2,62,2024-02-29,0.58,1,361,3,
8786284,Tveggja hæða íbúð í Osló,42293282,Arnar,,Sagene,59.93571900022588,10.760730192167877,Entire home/apt,,1,24,2024-06-17,3.41,1,0,24,
